age,body_type,diet,drinks,drugs,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
31.0,average,other,3,0,69.0,-1.0,computer / hardware / software,2011-10-17-20-24,other,no_kids,straight,like_dogs,other and laughing about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently)",single
20.0,overweight,other,0,0,66.0,20000.0,artistic / musical / writer,2012-02-20-12-22,california,no_kids,straight,like_boths,christianity,m,gemini but it doesn&rsquo;t matter,no,english,single
39.0,average,other,1,1,69.0,-1.0,artistic / musical / writer,2012-05-31-10-55,california,no_kids,gay,like_boths,buddhism,m,aries and it&rsquo;s fun to think about,no,english (fluently),single
22.0,average,other,0,0,71.0,-1.0,student,2012-06-28-23-20,california,no_kids,straight,like_boths,buddhism,m,gemini and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (fluently), french (poorly), german (poorly), japanese (okay)",single
32.0,fit,other,2,0,65.0,-1.0,education / academia,2012-06-11-21-22,other,no_kids,straight,like_boths,other and laughing about it,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
31.0,fit,other,2,0,66.0,-1.0,medicine / health,2012-02-11-22-55,california,no_kids,straight,like_dogs,agnosticism,m,,no,english,single
28.0,average,other,1,0,65.0,-1.0,other,2012-05-13-14-06,california,no_kids,bisexual,like_boths,agnosticism,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",seeing someone
23.0,fit,other,2,0,68.0,100000.0,computer / hardware / software,2012-06-28-20-21,california,no_kids,straight,like_boths,agnosticism,m,cancer but it doesn&rsquo;t matter,no,english,single
28.0,fit,other,2,0,66.0,-1.0,artistic / musical / writer,2012-06-30-00-08,california,no_kids,gay,like_boths,agnosticism,m,,no,"english, russian (fluently)",single
34.0,fit,other,2,0,67.0,-1.0,law / legal services,2012-06-29-13-28,california,no_kids,straight,like_dogs,judaism,m,gemini but it doesn&rsquo;t matter,no,"english, italian (poorly), spanish (poorly)",single
38.0,average,other,3,0,62.0,40000.0,education / academia,2012-04-02-21-52,california,no_kids,straight,like_cats,agnosticism,f,,no,english,single
32.0,fit,other,2,1,70.0,-1.0,artistic / musical / writer,2012-05-07-20-43,california,no_kids,straight,like_dogs,agnosticism,m,virgo and it&rsquo;s fun to think about,no,"english, french (okay)",single
39.0,fit,other,2,0,72.0,-1.0,science / tech / engineering,2012-04-10-21-37,california,no_kids,gay,like_boths,atheism,m,,no,english,single
27.0,fit,other,1,0,69.0,-1.0,artistic / musical / writer,2012-06-30-01-36,california,no_kids,straight,like_dogs,agnosticism,m,taurus and it&rsquo;s fun to think about,no,english,single
43.0,average,other,3,0,70.0,-1.0,other,2012-06-29-09-26,california,no_kids,straight,like_dogs,agnosticism,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
33.0,fit,halal,2,0,61.0,-1.0,other,2012-06-29-15-44,california,no_kids,bisexual,like_cats,agnosticism,f,libra,no,"english (fluently), french (fluently), portuguese (poorly)",single
26.0,fit,other,2,0,68.0,-1.0,banking / financial / real estate,2012-06-25-17-47,other,no_kids,straight,like_boths,other but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english, french (fluently)",single
28.0,fit,other,2,0,68.0,-1.0,sales / marketing / biz dev,2012-06-29-06-31,california,no_kids,straight,like_dogs,agnosticism,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), hindi (okay), spanish (poorly)",single
29.0,fit,other,2,0,67.0,-1.0,banking / financial / real estate,2012-06-23-15-24,california,no_kids,straight,like_boths,agnosticism,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), hindi (fluently)",single
20.0,average,halal,2,1,67.0,-1.0,artistic / musical / writer,2012-06-29-23-32,california,no_kids,bisexual,like_boths,agnosticism,f,gemini and it&rsquo;s fun to think about,no,"english, spanish (fluently), icelandic (poorly)",single
29.0,fit,other,3,1,70.0,-1.0,sales / marketing / biz dev,2012-06-26-07-43,california,no_kids,straight,like_boths,agnosticism,m,,sometimes,"english (fluently), spanish (okay)",single
31.0,average,other,2,1,64.0,40000.0,artistic / musical / writer,2012-06-20-00-33,california,no_kids,bisexual,like_boths,judaism,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",available
28.0,average,other,2,0,69.0,-1.0,other,2012-06-28-21-48,california,no_kids,straight,like_boths,agnosticism,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), italian (okay)",single
59.0,average,other,2,0,65.0,-1.0,medicine / health,2012-06-27-21-15,other,no_kids,straight,like_boths,other and very serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
37.0,average,other,1,0,63.0,-1.0,political / government,2012-06-29-06-44,california,no_kids,straight,like_boths,catholicism,m,cancer and it&rsquo;s fun to think about,no,english (fluently),single
26.0,fit,other,3,0,62.0,-1.0,education / academia,2012-04-27-02-02,california,no_kids,straight,like_cats,christianity,f,cancer but it doesn&rsquo;t matter,no,english,single
26.0,fit,other,2,0,72.0,-1.0,science / tech / engineering,2012-06-29-15-05,california,no_kids,straight,like_dogs,agnosticism,m,gemini,no,"english (fluently), italian (okay), persian (okay)",single
42.0,fit,other,2,0,63.0,-1.0,entertainment / media,2012-06-24-15-52,other,no_kids,straight,like_dogs,other,f,,no,english,single
23.0,fit,other,2,1,69.0,-1.0,banking / financial / real estate,2012-06-29-21-44,california,no_kids,straight,like_dogs,agnosticism,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), vietnamese (fluently)",single
27.0,average,other,3,1,66.0,40000.0,entertainment / media,2012-03-13-18-16,other,no_kids,straight,like_boths,other,f,capricorn and it&rsquo;s fun to think about,no,english (fluently),single
31.0,fit,other,2,0,68.0,60000.0,political / government,2012-04-23-21-23,california,no_kids,straight,like_boths,agnosticism,m,leo and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single
26.0,average,other,1,0,72.0,-1.0,student,2012-06-28-18-34,other,no_kids,gay,like_boths,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,english,single
25.0,average,other,2,0,74.0,-1.0,political / government,2012-06-29-07-30,california,no_kids,straight,like_dogs,agnosticism,m,pisces but it doesn&rsquo;t matter,no,english (fluently),single
42.0,average,other,2,0,63.0,-1.0,other,2012-06-26-21-37,other,no_kids,straight,like_boths,other,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), greek (fluently), german (poorly)",single
33.0,fit,other,5,0,67.0,-1.0,other,2012-03-30-11-15,california,no_kids,straight,like_boths,agnosticism,f,aries,no,"english (fluently), french (okay)",seeing someone
21.0,average,other,1,0,67.0,20000.0,science / tech / engineering,2012-06-30-01-37,california,no_kids,straight,like_boths,christianity,m,,no,"english, tagalog",single
25.0,average,other,2,0,62.0,-1.0,other,2012-06-29-15-16,california,no_kids,straight,like_boths,atheism,f,taurus but it doesn&rsquo;t matter,when drinking,"english, korean (okay), hawaiian (poorly), other (fluently)",single
27.0,fit,other,2,0,73.0,-1.0,executive / management,2012-06-30-01-37,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
29.0,average,other,2,0,72.0,-1.0,student,2012-06-28-17-05,california,no_kids,gay,like_boths,agnosticism,m,taurus and it&rsquo;s fun to think about,when drinking,"english (fluently), french (poorly)",single
46.0,fit,other,2,0,73.0,-1.0,clerical / administrative,2012-06-25-09-15,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
41.0,average,other,0,0,69.0,-1.0,other,2012-05-22-10-31,california,kid,straight,like_boths,christianity,m,,no,english,single
32.0,fit,other,2,0,64.0,-1.0,other,2012-06-28-22-21,california,no_kids,straight,like_dogs,agnosticism,f,,,english,single
35.0,average,other,0,1,69.0,-1.0,computer / hardware / software,2012-06-27-01-42,other,no_kids,gay,like_cats,other and laughing about it,m,virgo and it&rsquo;s fun to think about,trying to quit,english,single
45.0,fit,other,2,0,71.0,80000.0,artistic / musical / writer,2012-03-17-15-43,california,no_kids,straight,like_boths,atheism,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)",single
30.0,fit,other,2,0,70.0,-1.0,sales / marketing / biz dev,2012-05-29-11-24,california,no_kids,gay,like_boths,catholicism,m,libra and it&rsquo;s fun to think about,no,english,single
25.0,fit,other,2,0,59.0,30000.0,clerical / administrative,2011-10-09-08-01,california,no_kids,straight,like_dogs,agnosticism,f,pisces but it doesn&rsquo;t matter,no,english (fluently),single
35.0,fit,halal,1,0,68.0,-1.0,computer / hardware / software,2012-06-29-11-02,california,no_kids,straight,like_boths,agnosticism,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), tamil (fluently), spanish (poorly), c++ (okay), hindi (okay)",seeing someone
22.0,fit,other,2,1,65.0,-1.0,student,2012-06-28-16-56,california,no_kids,straight,like_boths,agnosticism,f,aries and it&rsquo;s fun to think about,no,english,single
30.0,average,other,2,0,70.0,-1.0,sales / marketing / biz dev,2012-06-29-14-48,california,no_kids,straight,like_dogs,agnosticism,m,,,english,single
24.0,average,other,3,1,75.0,-1.0,other,2012-05-26-21-49,california,no_kids,straight,like_boths,christianity,m,taurus,no,english,single
25.0,average,other,2,0,76.0,80000.0,law / legal services,2012-06-28-12-42,other,no_kids,straight,like_boths,other,m,aquarius,no,"english (fluently), ancient greek (fluently)",single
42.0,fit,other,2,1,69.0,-1.0,other,2012-06-29-17-29,california,no_kids,straight,like_boths,atheism,f,sagittarius,no,"english (fluently), german (okay)",single
20.0,average,other,2,0,66.0,-1.0,student,2012-04-15-19-51,california,no_kids,straight,like_boths,agnosticism,f,gemini and it&rsquo;s fun to think about,no,english,single
37.0,fit,other,2,0,60.0,-1.0,other,2012-06-29-23-11,california,no_kids,straight,like_dogs,judaism,f,gemini,no,english,single
57.0,fit,other,2,0,62.0,-1.0,retired,2012-06-27-21-03,california,no_kids,straight,like_dogs,christianity,f,,no,english,single
35.0,average,other,2,0,65.0,-1.0,other,2012-06-29-21-13,california,no_kids,straight,like_boths,agnosticism,f,aries and it&rsquo;s fun to think about,no,english,single
23.0,average,other,2,0,69.0,-1.0,artistic / musical / writer,2012-06-29-12-05,california,no_kids,straight,like_boths,agnosticism,f,cancer,no,"english (fluently), sign language (poorly), french (poorly)",single
36.0,fit,other,2,0,67.0,-1.0,construction / craftsmanship,2012-06-29-17-56,california,no_kids,straight,like_dogs,agnosticism,m,leo and it&rsquo;s fun to think about,sometimes,english,single
28.0,average,other,2,0,64.0,-1.0,artistic / musical / writer,2011-09-21-14-48,california,no_kids,gay,like_boths,agnosticism,f,libra and it matters a lot,no,english,available
32.0,average,other,2,0,74.0,-1.0,executive / management,2012-06-29-18-53,california,no_kids,straight,like_boths,agnosticism,m,taurus but it doesn&rsquo;t matter,no,english,single
23.0,average,other,2,0,65.0,-1.0,student,2012-06-28-13-28,california,no_kids,straight,like_boths,christianity,f,,,"english (fluently), arabic (okay), spanish (poorly)",single
22.0,fit,other,2,0,74.0,-1.0,hospitality / travel,2012-06-29-09-53,california,no_kids,gay,like_boths,christianity,m,libra and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single
27.0,fit,other,2,0,67.0,-1.0,student,2012-06-29-18-21,california,no_kids,straight,like_boths,agnosticism,m,leo,no,"english, chinese (okay)",single
34.0,fit,other,1,0,64.0,-1.0,artistic / musical / writer,2012-06-29-21-52,california,no_kids,straight,like_dogs,agnosticism,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
43.0,fit,other,2,0,70.0,-1.0,executive / management,2012-06-29-14-39,california,no_kids,straight,like_boths,buddhism,m,libra and it&rsquo;s fun to think about,no,english,single
30.0,average,other,2,0,69.0,-1.0,other,2012-06-29-15-33,california,no_kids,straight,like_dogs,judaism,m,capricorn,no,"english, spanish (okay)",single
44.0,average,other,2,0,67.0,-1.0,rather not say,2012-06-29-09-40,california,no_kids,straight,like_boths,judaism,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
32.0,average,other,2,0,69.0,-1.0,other,2012-06-29-22-33,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
64.0,fit,other,0,0,70.0,50000.0,science / tech / engineering,2012-06-26-18-06,california,no_kids,straight,like_boths,christianity,m,leo and it&rsquo;s fun to think about,no,english,single
32.0,average,other,2,0,66.0,-1.0,sales / marketing / biz dev,2012-06-29-20-34,california,no_kids,straight,like_dogs,hinduism,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), hindi (poorly), french (poorly)",single
33.0,fit,other,3,1,71.0,-1.0,science / tech / engineering,2012-06-25-22-58,california,no_kids,straight,like_boths,agnosticism,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), romanian (poorly), german (poorly), sign language (poorly)",single
22.0,average,other,2,1,65.0,-1.0,education / academia,2012-06-28-00-45,california,no_kids,straight,like_boths,christianity,f,aries and it&rsquo;s fun to think about,when drinking,english (fluently),single
29.0,fit,other,1,0,67.0,-1.0,sales / marketing / biz dev,2011-12-16-07-36,other,no_kids,straight,like_cats,other,f,scorpio,no,"english (fluently), spanish (poorly)",single
26.0,average,other,2,1,62.0,-1.0,executive / management,2012-03-20-18-17,california,kid,straight,like_boths,christianity,m,gemini and it&rsquo;s fun to think about,when drinking,english (fluently),married
22.0,average,other,3,0,62.0,-1.0,medicine / health,2012-06-18-10-20,california,no_kids,straight,like_boths,agnosticism,f,taurus but it doesn&rsquo;t matter,sometimes,english,single
25.0,fit,other,2,0,72.0,20000.0,student,2012-06-30-01-39,california,no_kids,straight,like_boths,agnosticism,m,virgo,,"english, french (okay)",single
49.0,fit,other,2,0,69.0,-1.0,other,2012-06-28-19-20,california,no_kids,straight,like_boths,buddhism,m,gemini,no,"english (fluently), french (poorly), japanese (okay)",single
27.0,fit,other,2,0,75.0,-1.0,science / tech / engineering,2012-06-28-21-46,california,no_kids,straight,like_boths,agnosticism,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
24.0,overweight,other,2,1,70.0,-1.0,student,2012-06-16-10-59,california,no_kids,straight,like_boths,agnosticism,m,pisces,no,"english, italian (okay)",single
37.0,average,other,2,0,60.0,-1.0,clerical / administrative,2012-06-28-23-31,other,no_kids,straight,like_boths,other and laughing about it,f,pisces and it&rsquo;s fun to think about,no,english,single
38.0,fit,other,2,0,70.0,-1.0,other,2012-06-24-20-35,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
21.0,fit,other,2,0,64.0,-1.0,other,2012-06-29-19-09,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
36.0,overweight,other,0,0,64.0,-1.0,artistic / musical / writer,2012-06-28-21-03,other,no_kids,straight,like_boths,other,f,libra and it&rsquo;s fun to think about,no,english,single
27.0,average,other,2,0,70.0,-1.0,education / academia,2012-04-01-19-08,california,no_kids,gay,like_dogs,judaism,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), hebrew (fluently), yiddish (poorly), spanish (poorly)",single
29.0,average,other,1,0,77.0,-1.0,entertainment / media,2012-04-23-23-12,california,no_kids,straight,like_boths,atheism,m,sagittarius but it doesn&rsquo;t matter,no,english (okay),single
33.0,fit,other,2,0,64.0,-1.0,medicine / health,2012-06-28-18-37,california,no_kids,straight,like_dogs,agnosticism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), hindi (poorly)",single
